date,open,high,low,close,volume,ticker
2021-10-14,63.009998,63.779999,62.75,63.169998,6807900,TWTR
2021-10-15,218.100006,219.309998,216.619995,218.619995,22699400,NVDA
2021-10-15,63.240002,63.43,62.290001,62.77,6693600,TWTR
2021-10-18,217.490005,222.910004,216.440002,222.220001,18949400,NVDA
2021-10-18,62.689999,65.07,62.669998,64.839996,10359500,TWTR
2021-10-19,222.759995,223.789993,220.369995,222.899994,16147300,NVDA
2021-10-19,65.139999,67.360001,64.300003,66.110001,11486900,TWTR
2021-10-20,223.050003,224.330002,219.820007,221.029999,14627600,NVDA
2021-10-20,66.360001,68.410004,65.540001,65.800003,15938400,TWTR
2021-10-21,220.970001,227.110001,220.830002,226.919998,18759000,NVDA
2021-10-21,65.669998,65.980003,64.730003,65.400002,10918500,TWTR
2021-10-22,228.229996,231.300003,225.610001,227.259995,24938400,NVDA
2021-10-22,63.810001,64.470001,62.09,62.240002,17636400,TWTR
2021-10-25,229.729996,233.550003,227.699997,231.660004,23023500,NVDA
2021-10-25,61.52,62.669998,60.450001,62.110001,15874500,TWTR
2021-10-26,239.889999,252.589996,239.240005,247.169998,48589800,NVDA
2021-10-26,62.66,63.080002,60.939999,61.43,22676100,TWTR
2021-10-27,244.740005,250.899994,242.820007,244.509995,24599000,NVDA
2021-10-27,60.049999,60.16,54.790001,54.810001,48107700,TWTR
2021-10-28,248.779999,249.5,245.229996,249.410004,23420400,NVDA
2021-10-28,55.080002,55.639999,53.889999,54.290001,22508400,TWTR
2021-10-29,250.009995,257.089996,250.0,255.669998,29250300,NVDA
2021-10-29,54.009998,54.48,53.150002,53.540001,14832400,TWTR
2021-11-01,256.48999,258.940002,252.270004,258.269989,26574000,NVDA
2021-11-01,53.560001,55.330002,53.41,55.110001,14747000,TWTR
2021-11-02,258.220001,266.779999,258.0,264.01001,29411200,NVDA
2021-11-02,55.040001,55.080002,53.779999,53.990002,11571400,TWTR
2021-11-03,266.700012,267.839996,262.350006,265.980011,23991000,NVDA
2021-11-03,53.68,54.549999,53.099998,54.529999,9774200,TWTR
2021-11-04,272.290009,313.649994,271.179993,298.01001,115363100,NVDA
2021-11-04,54.580002,54.84,53.18,53.68,11284700,TWTR
2021-11-05,301.869995,314.0,294.100006,297.519989,85126000,NVDA
2021-11-05,54.110001,54.18,52.810001,53.150002,13273800,TWTR
2021-11-08,301.48999,311.0,299.070007,308.040009,50310100,NVDA
2021-11-08,53.450001,54.32,53.16,54.080002,10565500,TWTR
2021-11-09,322.820007,323.100006,299.640015,306.570007,64674600,NVDA
2021-11-09,54.110001,54.93,53.16,53.700001,11230100,TWTR
2021-11-10,293.559998,308.5,287.779999,294.589996,63620600,NVDA
2021-11-10,53.25,53.98,51.75,52.330002,18858400,TWTR
2021-11-11,304.679993,305.899994,297.769989,303.899994,33217200,NVDA
2021-11-11,52.59,52.84,51.84,51.98,13972100,TWTR
2021-11-12,300.100006,306.799988,296.299988,303.899994,41305400,NVDA
2021-11-12,52.299999,52.810001,51.919998,52.25,13287600,TWTR
2021-11-15,305.519989,306.440002,292.470001,300.25,38490900,NVDA
2021-11-15,52.41,53.91,52.41,52.950001,21965600,TWTR
2021-11-16,297.589996,303.899994,297.059998,302.029999,26448400,NVDA
2021-11-16,52.860001,53.0,51.880001,52.110001,10743600,TWTR
2021-11-17,304.179993,305.089996,288.0,292.609985,42850800,NVDA
2021-11-17,52.029999,52.139999,50.580002,50.610001,16968800,TWTR
2021-11-18,323.670013,327.600006,313.209991,316.75,78171100,NVDA
2021-11-18,50.650002,50.830002,48.459999,48.599998,22373500,TWTR
2021-11-19,322.429993,330.880005,319.049988,329.850006,53386700,NVDA
2021-11-19,49.119999,50.369999,48.400002,48.400002,26162400,TWTR
2021-11-22,335.170013,346.470001,319.0,319.559998,75433500,NVDA
2021-11-22,48.509998,48.549999,46.52,47.310001,26620100,TWTR
2021-11-23,315.350006,323.600006,308.799988,317.459991,53216300,NVDA
2021-11-23,47.200001,47.459999,45.98,47.139999,19663700,TWTR
2021-11-24,314.609985,328.549988,309.279999,326.73999,43516200,NVDA
2021-11-24,46.66,47.639999,46.16,47.52,9979500,TWTR
2021-11-26,326.0,327.100006,313.5,315.029999,28306900,NVDA
2021-11-26,46.639999,47.349998,46.23,47.07,7861300,TWTR
2021-11-29,323.660004,334.119995,320.359985,333.76001,45496400,NVDA
2021-11-29,51.880001,52.27,45.619999,45.779999,71686600,TWTR
2021-11-30,331.690002,333.529999,318.640015,326.76001,62206600,NVDA
2021-11-30,45.509998,45.849998,43.0,43.939999,36213400,TWTR
2021-12-01,332.190002,332.890015,313.799988,314.350006,48436800,NVDA
2021-12-01,44.91,46.5,42.799999,42.82,34082600,TWTR
2021-12-02,312.140015,324.779999,310.25,321.26001,47289000,NVDA
2021-12-02,43.060001,43.16,41.75,42.650002,24374800,TWTR
2021-12-03,320.0,321.290009,301.299988,306.929993,54432500,NVDA
2021-12-03,42.82,43.099998,41.009998,42.07,26133700,TWTR
2021-12-06,298.799988,302.410004,280.380005,300.369995,65893800,NVDA
2021-12-06,42.110001,44.720001,41.75,44.470001,26228700,TWTR
2021-12-07,309.570007,324.48999,306.51001,324.269989,59305300,NVDA
2021-12-07,45.07,46.34,44.32,44.459999,21200500,TWTR
2021-12-08,319.98999,322.899994,314.209991,318.26001,47555100,NVDA
2021-12-08,44.599998,46.200001,44.34,45.720001,18408200,TWTR
2021-12-09,317.339996,322.049988,304.279999,304.899994,48850700,NVDA
2021-12-09,47.209999,48.220001,46.41,46.459999,26145200,TWTR
2021-12-10,311.5,313.049988,298.609985,301.980011,48882500,NVDA
2021-12-10,46.599998,46.599998,44.970001,45.560001,14060600,TWTR
2021-12-13,302.48999,302.940002,281.160004,281.609985,59834400,NVDA
2021-12-13,45.549999,45.900002,43.779999,44.599998,11710300,TWTR
2021-12-14,276.98999,286.779999,272.5,283.369995,66703500,NVDA
2021-12-14,44.040001,44.689999,43.700001,44.349998,11205400,TWTR
2021-12-15,284.0,305.0,278.380005,304.589996,69829700,NVDA
2021-12-15,44.0,44.240002,42.740002,44.07,14962100,TWTR
2021-12-16,311.519989,311.600006,280.929993,283.869995,70736600,NVDA
2021-12-16,44.43,45.029999,42.720001,43.130001,13052600,TWTR
2021-12-17,279.850006,289.220001,277.600006,278.01001,71375800,NVDA
2021-12-17,42.700001,44.029999,41.630001,43.07,29138000,TWTR
2021-12-20,273.049988,281.440002,271.450012,277.190002,46184700,NVDA
2021-12-20,42.369999,43.27,41.790001,42.98,12319500,TWTR
2021-12-21,283.73999,291.200012,274.01001,290.75,52438500,NVDA
2021-12-21,43.23,44.450001,42.73,44.360001,9537400,TWTR
2021-12-22,288.910004,295.549988,284.48999,294.0,39518400,NVDA
2021-12-22,44.049999,44.560001,43.630001,43.900002,10134800,TWTR
2021-12-23,297.549988,300.589996,294.309998,296.399994,34302200,NVDA
2021-12-23,44.0,44.529999,43.0,44.16,8977600,TWTR
2021-12-27,296.600006,310.869995,296.399994,309.450012,40368600,NVDA
2021-12-27,44.209999,44.919998,44.130001,44.330002,8589700,TWTR
2021-12-28,313.119995,313.299988,300.119995,303.220001,42059100,NVDA
2021-12-28,44.209999,44.779999,43.23,43.43,8831000,TWTR
2021-12-29,302.730011,305.480011,293.660004,300.01001,34313900,NVDA
2021-12-29,43.169998,43.549999,42.560001,42.759998,8732900,TWTR
2021-12-30,298.269989,304.570007,295.399994,295.859985,30886400,NVDA
2021-12-30,42.77,45.09,42.630001,44.459999,14541100,TWTR
2021-12-31,296.73999,300.299988,293.309998,294.109985,26653000,NVDA
2021-12-31,44.34,44.759998,43.18,43.220001,9829600,TWTR
2022-01-03,298.149994,307.109985,297.850006,301.209991,39154700,NVDA
2022-01-03,43.5,43.689999,42.48,42.66,14431900,TWTR
2022-01-04,302.769989,304.679993,283.48999,292.899994,52715400,NVDA
2022-01-04,42.849998,42.970001,40.360001,40.849998,21422400,TWTR
2022-01-05,289.48999,294.160004,275.329987,276.040009,49806400,NVDA
2022-01-05,40.799999,41.880001,39.450001,39.5,22008600,TWTR
2022-01-06,276.399994,284.380005,270.649994,281.779999,45418600,NVDA
2022-01-06,39.5,40.439999,38.689999,39.59,16613400,TWTR
2022-01-07,281.410004,284.220001,270.570007,272.470001,40993900,NVDA
2022-01-07,39.650002,40.689999,39.32,39.669998,14669900,TWTR
2022-01-10,265.809998,274.690002,256.440002,274.0,59468100,NVDA
2022-01-10,39.330002,40.029999,38.220001,39.970001,14997300,TWTR
2022-01-11,273.230011,280.649994,268.390015,278.170013,40408900,NVDA
2022-01-11,39.790001,40.939999,39.599998,40.66,13815400,TWTR
2022-01-12,280.670013,285.950012,276.079987,279.98999,38341300,NVDA
2022-01-12,40.880001,41.48,39.77,40.25,10439000,TWTR
2022-01-13,283.790009,284.799988,264.980011,265.75,54017100,NVDA
2022-01-13,40.150002,40.34,38.610001,38.700001,15075600,TWTR
2022-01-14,263.0,271.970001,262.100006,269.420013,39583200,NVDA
2022-01-14,38.43,39.049999,37.509998,38.439999,14849800,TWTR
2022-01-18,262.600006,266.380005,257.700012,259.029999,42427000,NVDA
2022-01-18,37.720001,38.200001,37.130001,37.299999,14896800,TWTR
2022-01-19,260.790009,265.429993,250.520004,250.669998,48831500,NVDA
2022-01-19,37.130001,38.279999,37.009998,37.349998,19798000,TWTR
2022-01-20,253.039993,255.789993,240.779999,241.5,43518100,NVDA
2022-01-20,37.84,39.029999,37.200001,37.279999,17688900,TWTR
2022-01-21,235.070007,248.229996,232.630005,233.740005,71895800,NVDA
2022-01-21,36.900002,37.080002,34.799999,34.82,25674100,TWTR
2022-01-24,223.300003,233.800003,208.880005,233.720001,91398200,NVDA
2022-01-24,33.700001,35.139999,32.049999,35.060001,31916600,TWTR
2022-01-25,225.460007,229.429993,220.0,223.240005,66461600,NVDA
2022-01-25,34.220001,34.990002,33.619999,34.169998,19205800,TWTR
2022-01-26,232.399994,240.570007,223.0,227.720001,75595900,NVDA
2022-01-26,34.970001,35.43,33.27,33.619999,21377900,TWTR
2022-01-27,235.679993,239.949997,216.75,219.440002,57335300,NVDA
2022-01-27,34.139999,35.139999,33.810001,33.84,16637300,TWTR
2022-01-28,220.119995,228.580002,212.960007,228.399994,54377400,NVDA
2022-01-28,33.790001,35.299999,33.599998,35.27,14368700,TWTR
2022-01-31,231.820007,245.089996,230.520004,244.860001,56468000,NVDA
2022-01-31,35.43,37.560001,35.34,37.509998,17558300,TWTR
2022-02-01,251.039993,251.449997,238.899994,246.380005,51892500,NVDA
2022-02-01,37.84,38.169998,36.869999,38.119999,14628200,TWTR
2022-02-02,257.940002,258.170013,245.529999,252.419998,54341900,NVDA
2022-02-02,38.290001,38.290001,36.25,36.509998,18993000,TWTR
2022-02-03,244.580002,250.770004,237.800003,239.479996,41017800,NVDA
2022-02-03,33.84,35.18,33.84,34.48,32803400,TWTR
2022-02-04,239.720001,246.350006,236.320007,243.190002,35482900,NVDA
2022-02-04,35.66,37.439999,34.759998,36.939999,23579600,TWTR
2022-02-07,243.720001,251.820007,242.020004,247.279999,37686800,NVDA
2022-02-07,36.720001,37.330002,35.900002,36.040001,22770500,TWTR
2022-02-08,243.589996,252.300003,239.800003,251.080002,41035900,NVDA
2022-02-08,35.52,36.27,35.150002,35.98,17194900,TWTR
2022-02-09,256.220001,267.25,253.529999,267.049988,52428200,NVDA
2022-02-09,36.5,37.919998,36.139999,37.830002,24473500,TWTR
2022-02-10,259.950012,269.25,256.0,258.23999,51320000,NVDA
2022-02-10,36.560001,39.099998,36.220001,37.080002,48150300,TWTR
2022-02-11,259.160004,261.519989,237.729996,239.490005,60547200,NVDA
2022-02-11,37.419998,37.759998,35.66,35.84,23516800,TWTR
2022-02-14,239.339996,248.75,237.550003,242.669998,44042400,NVDA
2022-02-14,35.619999,36.610001,35.5,35.689999,15212600,TWTR
2022-02-15,249.490005,265.450012,247.839996,264.950012,69986900,NVDA
2022-02-15,36.23,37.0,36.060001,36.98,21350400,TWTR
2022-02-16,262.589996,265.820007,255.520004,265.109985,73267600,NVDA
2022-02-16,35.970001,36.279999,35.52,36.240002,17602400,TWTR
2022-02-17,256.299988,257.850006,241.649994,245.070007,81059500,NVDA
2022-02-17,35.990002,36.610001,35.32,35.43,16524400,TWTR
2022-02-18,246.679993,249.860001,231.0,236.419998,76125500,NVDA
2022-02-18,35.490002,35.66,34.099998,34.32,15339000,TWTR
2022-02-22,230.350006,240.639999,230.0,233.899994,63342200,NVDA
2022-02-22,33.66,33.93,32.75,32.93,16913100,TWTR
2022-02-23,238.020004,241.550003,223.009995,223.869995,56651100,NVDA
2022-02-23,33.25,33.459999,32.419998,32.759998,15102100,TWTR
2022-02-24,210.149994,238.0,208.899994,237.479996,73580100,NVDA
2022-02-24,31.299999,35.07,31.299999,34.98,22551000,TWTR
2022-02-25,237.210007,242.169998,233.809998,241.570007,52886600,NVDA
2022-02-25,35.119999,35.299999,34.130001,35.290001,15394900,TWTR
2022-02-28,239.919998,246.649994,237.070007,243.850006,47731900,NVDA
2022-02-28,34.950001,36.049999,34.849998,35.549999,17962000,TWTR
2022-03-01,242.910004,243.770004,231.320007,234.770004,41205600,NVDA
2022-03-01,35.509998,36.130001,34.709999,35.560001,17948000,TWTR
2022-03-02,237.559998,244.089996,234.149994,242.199997,38964200,NVDA
2022-03-02,35.77,35.77,34.130001,34.619999,18255100,TWTR
2022-03-03,242.619995,243.259995,234.690002,237.139999,36509500,NVDA
2022-03-03,34.900002,35.18,33.450001,33.490002,18792000,TWTR
2022-03-04,233.839996,236.800003,224.820007,229.360001,43141500,NVDA
2022-03-04,33.75,34.23,32.950001,33.389999,17504000,TWTR
2022-03-07,228.169998,230.330002,213.300003,213.520004,45082100,NVDA
2022-03-07,33.509998,33.880001,32.400002,32.419998,18780200,TWTR
2022-03-08,213.089996,223.729996,206.5,215.139999,55746700,NVDA
2022-03-08,32.27,33.830002,31.950001,32.68,17410600,TWTR
2022-03-09,223.869995,232.199997,222.470001,230.139999,49274200,NVDA
2022-03-09,33.549999,34.529999,33.299999,34.369999,16886000,TWTR
2022-03-10,225.309998,227.880005,218.820007,226.580002,42806600,NVDA
2022-03-10,33.630001,34.439999,33.369999,34.119999,12583300,TWTR
2022-03-11,230.220001,231.449997,220.460007,221.0,36720900,NVDA
2022-03-11,34.040001,34.110001,32.880001,33.0,15751900,TWTR
2022-03-14,218.690002,222.619995,211.589996,213.300003,38535400,NVDA
2022-03-14,32.689999,33.950001,32.48,33.029999,17551500,TWTR
2022-03-15,215.179993,230.380005,213.220001,229.729996,49199600,NVDA
2022-03-15,33.119999,34.52,33.0,33.970001,14678000,TWTR
2022-03-16,235.0,245.970001,231.720001,244.960007,67142200,NVDA
2022-03-16,34.900002,35.650002,34.32,35.369999,25197000,TWTR
2022-03-17,241.199997,248.419998,239.059998,247.660004,47194100,NVDA
2022-03-17,35.209999,37.709999,34.889999,37.299999,30853100,TWTR
2022-03-18,247.990005,265.690002,246.240005,264.529999,73071900,NVDA
2022-03-18,37.459999,39.049999,37.18,37.77,35946300,TWTR
2022-03-21,265.070007,271.519989,259.670013,267.339996,59172700,NVDA
2022-03-21,37.700001,37.889999,36.639999,37.439999,20298700,TWTR
2022-03-22,267.269989,272.380005,260.720001,265.23999,54700700,NVDA
2022-03-22,37.639999,39.049999,37.619999,38.43,17162100,TWTR
2022-03-23,261.26001,266.119995,255.75,256.339996,50212000,NVDA
2022-03-23,38.0,38.75,37.580002,38.0,12993600,TWTR
2022-03-24,261.660004,283.200012,259.070007,281.5,87737900,NVDA
2022-03-24,38.330002,39.09,38.23,38.82,18281400,TWTR
2022-03-25,278.859985,283.579987,272.709991,276.920013,57901600,NVDA
2022-03-25,38.990002,39.470001,37.689999,38.599998,20787500,TWTR
2022-03-28,277.559998,282.5,272.059998,282.190002,42549400,NVDA
2022-03-28,38.439999,39.299999,38.299999,39.119999,14225600,TWTR
2022-03-29,286.950012,289.459991,279.799988,286.559998,48898400,NVDA
2022-03-29,39.48,40.959999,39.389999,40.689999,17855400,TWTR
2022-03-30,283.040009,284.959991,275.029999,276.899994,46348700,NVDA
2022-03-30,40.349998,40.349998,38.57,39.0,15804300,TWTR
2022-03-31,277.820007,282.480011,272.700012,272.859985,52344000,NVDA
2022-03-31,39.110001,39.23,38.41,38.689999,13208300,TWTR
2022-04-01,273.75,274.959991,262.670013,267.119995,51723500,NVDA
2022-04-01,39.16,39.849998,39.0,39.310001,12131800,TWTR
2022-04-04,267.279999,275.579987,266.130005,273.600006,39712000,NVDA
2022-04-04,47.869999,51.369999,46.860001,49.970001,268465400,TWTR
2022-04-05,272.540009,273.190002,258.200012,259.309998,43661500,NVDA
2022-04-05,53.849998,54.57,50.560001,50.98,217520100,TWTR
2022-04-06,249.339996,253.0,240.029999,244.070007,70383300,NVDA
2022-04-06,50.040001,52.869999,49.299999,50.77,159034700,TWTR
2022-04-07,244.410004,247.220001,234.779999,242.080002,55799200,NVDA
2022-04-07,50.470001,51.639999,46.549999,48.029999,120844100,TWTR
2022-04-08,239.169998,239.229996,230.619995,231.190002,52478100,NVDA
2022-04-08,47.299999,48.439999,45.830002,46.23,83315900,TWTR
2022-04-11,222.139999,223.199997,216.600006,219.169998,57520700,NVDA
2022-04-11,45.75,47.98,44.709999,47.009998,117814000,TWTR
2022-04-12,225.369995,227.25,212.820007,215.039993,66225800,NVDA
2022-04-12,47.029999,47.549999,44.439999,44.48,60794000,TWTR
2022-04-13,217.279999,225.0,214.550003,222.029999,51694300,NVDA
2022-04-13,44.799999,46.330002,44.549999,45.849998,44306700,TWTR
2022-04-14,225.050003,227.770004,211.630005,212.580002,56909700,NVDA
2022-04-14,48.369999,48.5,44.720001,45.080002,258868300,TWTR
2022-04-18,212.0,220.880005,210.789993,217.830002,52570100,NVDA
2022-04-18,46.240002,48.73,44.360001,48.450001,153119600,TWTR
2022-04-19,217.199997,223.729996,213.139999,221.979996,51278100,NVDA
2022-04-19,47.299999,48.5,45.0,46.16,125776000,TWTR
2022-04-20,225.169998,226.699997,212.0,214.820007,46897400,NVDA
2022-04-20,46.34,47.110001,45.029999,46.720001,63360000,TWTR
2022-04-21,217.089996,223.919998,200.0,201.830002,65620900,NVDA
2022-04-21,45.509998,47.939999,45.5,47.080002,70413600,TWTR
2022-04-22,203.029999,204.860001,195.0,195.149994,62471300,NVDA
2022-04-22,47.77,49.73,47.490002,48.93,76504500,TWTR
2022-04-25,192.020004,199.449997,190.960007,199.020004,64156600,NVDA
2022-04-25,51.02,52.290001,50.240002,51.700001,176803600,TWTR
2022-04-26,197.179993,197.880005,186.699997,187.880005,65314300,NVDA
2022-04-26,51.57,51.619999,49.43,49.68,115020400,TWTR
2022-04-27,185.979996,191.669998,182.899994,184.149994,49946000,NVDA
2022-04-27,49.060001,49.259998,47.82,48.639999,59106900,TWTR
2022-04-28,189.669998,200.369995,184.899994,197.820007,57032700,NVDA
2022-04-28,49.009998,49.919998,47.959999,49.110001,43816900,TWTR
2022-04-29,194.020004,201.279999,185.169998,185.470001,50043500,NVDA
2022-04-29,49.450001,50.25,48.740002,49.02,38250900,TWTR
2022-05-02,185.410004,195.740005,183.910004,195.330002,57204900,NVDA
2022-05-02,48.700001,49.759998,48.57,49.139999,32608100,TWTR
2022-05-03,194.0,198.25,191.330002,196.020004,47575100,NVDA
2022-05-03,49.150002,49.48,48.75,48.869999,24773000,TWTR
2022-05-04,199.229996,204.0,187.509995,203.339996,64885500,NVDA
2022-05-04,48.799999,49.25,48.34,49.060001,28443000,TWTR
2022-05-05,198.669998,199.25,185.0,188.440002,62633100,NVDA
2022-05-05,50.529999,51.209999,49.810001,50.360001,60506900,TWTR
2022-05-06,187.360001,195.119995,179.899994,186.75,63329700,NVDA
2022-05-06,49.959999,50.290001,49.5,49.799999,23446300,TWTR
2022-05-09,180.339996,182.550003,168.270004,169.5,64445500,NVDA
2022-05-09,49.299999,49.439999,47.630001,47.959999,37706800,TWTR
2022-05-10,176.889999,181.979996,170.25,175.949997,76147400,NVDA
2022-05-10,47.91,48.360001,46.5,47.259998,23816700,TWTR
2022-05-11,173.470001,177.529999,165.679993,166.300003,67016700,NVDA
2022-05-11,46.950001,48.150002,45.799999,46.09,24815100,TWTR
2022-05-12,162.190002,167.880005,155.669998,161.75,70872800,NVDA
2022-05-12,45.009998,47.470001,43.330002,45.080002,37682200,TWTR
2022-05-13,167.880005,179.279999,165.929993,177.059998,67043700,NVDA
2022-05-13,40.400002,42.0,40.009998,40.720001,101830400,TWTR
2022-05-16,175.089996,177.880005,171.059998,172.639999,52144600,NVDA
2022-05-16,39.169998,39.290001,37.32,37.389999,52310700,TWTR
2022-05-17,180.740005,183.710007,176.339996,181.770004,58583000,NVDA
2022-05-17,37.0,38.869999,36.849998,38.32,44990300,TWTR
2022-05-18,177.050003,181.179993,168.639999,169.380005,54516100,NVDA
2022-05-18,37.419998,38.720001,36.580002,36.849998,24010300,TWTR
2022-05-19,169.369995,176.869995,167.339996,171.240005,62131000,NVDA
2022-05-19,36.759998,38.5,36.200001,37.290001,32000300,TWTR
2022-05-20,173.320007,174.100006,157.550003,166.940002,73910500,NVDA
2022-05-20,37.77,38.310001,36.75,38.290001,23637900,TWTR
2022-05-23,162.740005,169.149994,161.789993,168.979996,63988900,NVDA
2022-05-23,37.77,38.0,36.939999,37.860001,13601300,TWTR
2022-05-24,165.100006,165.970001,157.800003,161.539993,58855000,NVDA
2022-05-24,36.939999,37.200001,35.400002,35.759998,22663000,TWTR
2022-05-25,160.199997,171.110001,160.0,169.75,78113200,NVDA
2022-05-25,36.060001,37.369999,36.02,37.16,23262800,TWTR
2022-05-26,160.360001,180.919998,160.220001,178.509995,99657500,NVDA
2022-05-26,38.52,39.59,38.23,39.52,22968400,TWTR
2022-05-27,181.860001,188.809998,181.0,188.110001,73837900,NVDA
2022-05-27,39.57,40.77,39.48,40.169998,16789900,TWTR
2022-05-31,189.800003,192.0,183.5,186.720001,66410000,NVDA
2022-05-31,40.07,40.349998,39.419998,39.599998,11579000,TWTR
2022-06-01,187.240005,190.529999,181.220001,183.199997,54451400,NVDA
2022-06-01,39.799999,40.259998,39.240002,39.299999,11117200,TWTR
2022-06-02,182.919998,196.190002,181.979996,195.919998,64865600,NVDA
2022-06-02,39.07,40.470001,38.810001,39.91,11696000,TWTR
2022-06-03,190.820007,193.320007,185.220001,187.199997,59877900,NVDA
2022-06-03,40.450001,41.040001,39.98,40.16,18269900,TWTR
2022-06-06,191.389999,193.369995,185.639999,187.860001,42240600,NVDA
2022-06-06,38.16,39.939999,37.91,39.560001,26119600,TWTR
